Opponent A,Opponent B,Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision1B,Decision2,Decision2B,Decision3,Decision3B
Kevin Aguilar,Tucker Lutz,41,25,0,0,0,0:00,10,50,28,0,0,0,0:46,16,53,28,0,0,0,0:06,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,33,0,1,0,1:19,17,59,34,0,1,0,0:31,21,65,32,0,1,0,1:15,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,28,29
Marina Rodriguez,Michelle Waterson-Gomez,51,21,0,0,0,0:00,9,63,27,0,0,0,0:43,12,78,38,0,0,0,0:08,25,22,7,0,0,0,0:00,1,68,32,0,0,0,0:00,13,37,13,0,0,0,0:02,6,40,18,0,0,0,0:03,8,43,21,0,0,0,0:35,9,24,14,0,1,0,3:14,10,61,22,0,0,0,0:00,10,48,47,49,46,49,46
Neil Magny,Geoff Neal,31,9,0,0,0,0:33,2,53,14,0,1,0,0:49,8,90,32,0,1,0,0:21,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,11,0,0,0,2:36,10,28,14,0,1,0,0:56,11,19,10,0,0,0,0:18,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Maurice Greene,Marcos Rogerio de Lima,5,4,0,0,0,0:00,3,1,0,0,0,0,0:00,0,2,1,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,6,0,1,0,4:29,3,13,8,0,1,0,4:50,8,0,0,0,1,0,4:47,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,27,30,26,30
Phil Hawes,Kyle Daukaus,22,16,0,1,1,0:33,10,45,29,0,0,0,0:35,15,34,21,0,1,0,4:26,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,5,0,0,0,2:56,2,51,22,0,0,0,1:17,17,10,1,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,29,27,30,26
Ludovit Klein,Michael Trizano,23,14,0,1,0,1:01,8,36,19,0,1,0,1:08,9,27,12,0,2,0,1:19,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,11,0,0,0,0:00,8,39,18,0,0,0,0:00,7,43,27,0,0,1,0:00,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
JunYong Park,Tafon Nchukwi,69,30,0,0,0,0:00,24,35,16,0,0,1,0:34,13,41,25,0,2,1,3:15,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69,30,0,0,0,0:00,9,43,21,0,1,0,0:34,9,24,7,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,26,30,25,28,28
Ion Cutelaba,Dustin Jacoby,31,26,0,8,0,3:19,24,57,19,0,1,0,0:50,16,64,26,0,0,0,0:18,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,11,0,0,0,0:09,8,68,40,0,0,0,0:08,30,61,33,0,1,0,1:15,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,26,30,25,28,28
Sean Strickland,Krzysztof Jotko,54,26,0,0,0,0:00,19,50,23,0,0,0,0:00,10,78,35,0,0,0,0:00,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65,14,0,0,0,0:00,7,66,11,0,0,0,0:00,4,65,12,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,30,27
Merab Dvalishvili,Cody Stamann,68,26,0,1,0,0:33,20,54,21,0,4,1,1:09,10,70,24,0,0,0,0:00,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51,21,0,0,0,0:31,13,36,10,0,1,0,1:07,3,47,17,0,0,0,1:19,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,29,28
Kai Kamaka,TJ Brown,47,22,0,0,0,0:45,11,49,26,1,0,0,1:44,18,32,13,0,1,0,3:09,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88,34,0,0,0,0:00,17,69,24,0,1,1,0:25,19,54,24,0,1,0,0:11,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,30,27,28,29
Poliana Botelho,Luana Carolina,33,21,0,1,0,2:22,8,12,8,0,0,0,2:17,2,12,5,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,2,0,0,0,0:00,0,22,14,0,0,0,1:57,2,18,9,0,0,0,3:31,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Loma Lookboonmee,Sam Hughes,31,23,0,3,0,1:11,7,46,30,0,1,0,0:19,9,47,31,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,15,0,0,0,1:13,9,17,14,0,0,0,3:02,9,32,20,0,0,0,2:19,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Andreas Michailidis,KB Bhullar,43,28,0,1,0,1:55,21,48,26,0,0,0,0:04,16,46,19,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,10,0,0,0,0:12,0,49,23,0,0,0,0:00,4,62,37,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,30,27
Luke Sanders,Felipe Colares,77,48,1,0,0,1:39,40,48,33,0,1,0,0:42,25,86,37,0,1,0,0:34,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,16,0,0,0,0:34,9,44,25,0,1,0,1:45,18,60,37,0,1,0,0:35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Dwight Grant,Stefan Sekulic,49,14,0,0,0,0:00,6,58,18,0,0,0,0:00,11,49,17,0,1,0,0:25,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,7,0,1,0,0:26,2,20,12,0,1,0,0:56,4,19,14,0,1,1,0:42,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,29,28
Pat Sabatini,Tristan Connelly,16,11,1,0,0,4:05,9,15,8,0,1,1,4:18,6,14,7,0,0,0,1:35,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,3,0,0,0,0:00,2,15,4,0,0,0,0:00,3,27,12,0,1,0,1:20,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
Kazula Vargas,Rongzhu,82,47,0,0,0,0:00,17,13,8,0,0,1,1:10,3,81,41,0,0,0,0:00,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,13,0,0,0,0:00,11,7,2,0,2,0,2:32,2,66,27,0,1,0,0:12,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,26
Robert Whittaker,Kelvin Gastelum,42,18,0,1,0,2:28,16,74,43,0,1,0,0:06,33,64,38,0,0,0,0:00,27,71,33,0,0,0,0:00,25,33,18,0,2,0,1:45,14,19,8,0,0,0,0:00,3,61,14,0,0,0,0:13,9,57,20,0,0,0,0:00,12,43,13,0,1,0,0:02,12,29,7,0,0,0,0:11,6,50,45,50,45,50,45
Andrei Arlovski,Chase Sherman,65,27,0,0,0,0:00,15,69,32,0,0,0,0:39,16,88,46,0,0,0,0:00,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69,33,0,0,0,0:00,22,58,21,0,0,0,0:00,12,65,34,0,0,0,0:00,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Abdul Razak Alhassan,Jacob Malkoun,21,10,0,0,0,0:00,6,9,4,0,0,0,0:00,1,17,7,0,0,0,0:02,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,3,0,4,0,3:45,3,24,13,0,2,2,3:59,12,21,11,0,2,0,3:57,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Tracy Cortez,Justine Kish,30,20,0,1,0,4:11,18,44,22,0,1,0,0:53,9,38,24,0,1,1,1:22,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,5,0,0,0,0:21,3,57,29,0,0,0,0:09,15,54,21,1,0,0,0:08,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,30,27
Luis Pena,Alexander Munoz,43,21,0,0,0,0:00,16,59,22,0,0,0,0:00,20,93,47,0,0,0,0:03,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45,18,0,2,0,1:30,10,48,29,0,1,0,0:32,15,76,33,0,1,0,0:19,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,29,28
Alexandr Romanov,Juan Espino,9,5,0,1,0,2:18,0,44,27,0,1,0,3:20,23,0,0,0,0,0,0:03,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,4,0,2,0,1:28,2,13,6,0,0,0,0:45,5,3,2,0,2,0,0:42,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,29,28
Austin Hubbard,Dakota Bush,65,34,0,1,0,0:02,11,22,13,0,0,0,3:21,7,28,20,0,0,0,3:19,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73,30,0,0,0,0:00,10,15,7,0,0,0,0:33,3,16,4,0,1,0,0:58,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Marvin Vettori,Kevin Holland,24,9,0,1,0,2:59,8,17,8,0,2,0,4:26,8,16,6,0,3,1,3:38,5,5,1,0,2,0,4:27,1,2,0,0,3,0,4:31,0,43,16,0,0,0,0:01,5,10,7,0,0,0,0:00,6,23,8,0,0,0,0:02,8,16,4,0,0,0,0:00,3,11,2,0,0,0,0:00,2,50,44,50,44,50,44
Arnold Allen,Sodiq Yusuff,28,10,1,2,0,2:37,8,27,9,0,0,0,1:01,6,6,2,0,0,0,1:31,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,13,0,0,1,0:09,3,53,18,0,0,0,0:05,10,30,16,0,0,0,2:19,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Mike Perry,Daniel Rodriguez,42,21,0,1,0,1:26,5,42,16,0,1,0,0:51,9,48,24,0,0,0,0:32,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63,33,0,0,0,0:00,22,81,43,0,0,0,0:00,30,91,53,0,0,0,0:00,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,26,30
Jim Miller,Joe Solecki,28,9,0,0,0,2:03,6,5,2,0,0,0,0:00,1,1,0,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,16,0,0,0,0:09,10,3,2,0,1,0,4:39,2,3,1,0,0,0,4:35,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,28,29
John Makdessi,Ignacio Bahamondes,67,36,0,0,0,0:13,24,83,43,0,0,0,0:00,24,82,45,0,0,0,0:00,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85,37,0,0,0,0:36,22,107,35,0,0,0,0:28,26,120,40,0,0,0,0:10,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,30,27
Hunter Azure,Jack Shore,27,14,0,0,0,1:01,2,37,23,0,0,1,1:54,7,16,8,0,0,0,1:07,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,11,0,2,0,1:50,6,23,14,0,1,0,1:08,9,17,11,0,3,0,2:19,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,29,28
Luis Saldana,Jordan Griffin,48,19,0,0,0,0:00,10,15,9,0,0,1,0:30,4,25,8,0,0,0,1:48,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,18,0,2,0,2:13,14,10,4,0,2,1,3:17,2,17,11,0,0,1,0:48,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Da Woon Jung,William Knight,8,4,0,2,0,3:26,1,37,24,0,3,0,3:56,19,1,0,0,3,0,4:42,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,6,0,0,0,0:08,0,12,9,0,0,0,0:00,3,5,2,0,0,0,0:01,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,30,27,30,26
Gillian Robertson,Miranda Maverick,44,17,0,0,0,0:00,12,16,8,0,2,0,3:10,2,8,2,0,0,1,0:19,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,25,0,2,0,0:48,16,35,15,0,0,0,0:14,12,45,31,0,1,0,3:38,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,28,29,27,30
Jared Gooden,Abubakar Nurmagomedov,49,14,0,0,0,0:00,12,62,17,0,0,0,0:00,9,25,12,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,23,0,0,0,0:07,12,63,30,0,0,0,0:04,28,15,7,0,1,0,4:07,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Modestas Bukauskas,Michal Oleksiejczuk,62,18,0,0,0,0:00,13,56,23,0,0,0,0:04,16,49,17,0,0,0,0:00,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,14,0,0,0,0:00,9,40,20,0,0,0,0:10,12,44,22,0,0,0,0:59,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Shane Young,Omar Morales,14,8,0,0,0,1:37,2,37,18,0,1,0,0:38,5,54,20,0,0,0,1:11,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,7,0,1,0,0:46,2,61,28,0,0,0,0:11,19,69,34,0,1,0,0:30,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Derek Brunson,Kevin Holland,35,14,0,0,0,4:29,12,20,7,0,2,1,3:09,4,11,6,0,1,0,4:17,5,12,8,0,2,0,3:46,5,15,8,0,1,0,1:14,2,6,3,0,0,0,0:00,2,26,13,0,0,0,0:02,11,5,2,0,0,0,0:00,2,17,8,0,0,0,0:00,6,20,10,0,1,0,1:45,7,49,45,49,46,49,46
Cheyanne Vlismas,Montserrat Conejo,8,6,0,0,0,0:12,5,25,10,0,0,0,0:41,10,32,15,0,0,0,0:11,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,2,0,1,1,4:41,2,11,5,0,2,1,3:11,3,23,8,0,1,0,2:01,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,29
Marion Reneau,Macy Chiasson,28,13,0,0,0,0:27,5,16,9,0,1,0,0:26,5,19,8,0,1,0,1:22,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56,15,0,0,0,0:01,6,41,21,0,0,0,2:40,12,41,15,0,1,0,1:07,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Trevin Giles,Roman Dolidze,15,4,0,0,0,0:00,1,27,17,0,0,0,0:31,15,15,6,0,1,1,0:44,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,14,0,1,0,1:41,2,23,10,0,0,1,0:56,5,19,8,0,0,1,1:38,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Manel Kape,Matheus Nicolau,10,2,0,0,0,0:02,0,69,28,0,0,0,0:04,19,71,31,0,0,0,0:32,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,7,0,2,1,2:24,3,38,21,0,0,0,0:03,10,51,27,0,0,0,0:04,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Angela Hill,Ashley Yoder,43,22,0,1,0,1:41,11,56,32,0,0,0,0:07,9,36,23,0,0,0,2:04,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,12,0,0,0,0:04,6,59,16,0,1,0,0:43,10,18,6,0,1,0,1:52,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Nasrat Haqparast,Rafa Garcia,51,20,0,0,0,0:00,11,78,37,0,0,0,0:00,25,88,42,0,0,0,0:00,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59,15,0,0,0,0:16,8,87,24,0,0,0,0:05,15,71,13,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
Cortney Casey,JJ Aldrich,40,21,0,0,0,0:02,8,25,7,0,0,0,0:00,4,66,27,0,0,0,0:00,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,9,0,1,0,1:54,6,18,11,0,2,0,3:06,11,43,25,0,1,0,0:44,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,28,29
Gloria de Paula,Jinh Yu Frey,3,2,0,0,0,0:00,1,55,27,0,0,0,0:05,16,5,2,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,8,0,1,0,4:44,4,61,15,0,0,0,0:11,6,5,1,0,1,2,4:38,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Jan Blachowicz,Israel Adesanya,31,18,0,0,0,0:00,3,49,23,0,0,0,0:00,9,42,24,0,1,0,1:07,18,24,14,0,1,0,3:29,12,47,28,0,1,0,2:30,25,30,13,0,0,0,0:00,2,42,21,0,0,0,0:00,5,40,21,0,0,0,0:01,12,20,11,0,0,0,0:00,8,29,12,0,0,0,0:00,5,49,45,49,46,49,45
Thiago Santos,Aleksandar Rakic,27,15,0,0,0,0:00,1,31,11,0,0,0,0:00,3,39,23,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,14,0,0,0,0:00,3,35,15,0,0,0,1:11,3,24,7,0,0,0,1:21,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
Dominick Cruz,Casey Kenney,56,26,0,0,0,0:00,10,82,36,0,0,0,0:00,24,64,27,0,2,0,2:07,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63,23,0,0,0,0:17,9,73,33,0,0,0,0:09,21,57,18,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,30,27
Song Yadong,Kyler Phillips,39,21,0,0,0,0:05,13,61,20,0,0,0,0:00,13,61,26,0,0,0,1:01,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59,27,0,1,0,0:27,14,47,19,0,1,0,0:41,14,36,13,0,1,0,0:28,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Joseph Benavidez,Askar Askarov,54,18,0,0,0,0:00,5,19,11,0,0,0,0:00,5,41,17,0,0,0,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,21,0,1,0,0:54,13,24,17,0,4,0,4:06,12,38,20,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,26,30,27,30
Tim Elliott,Jordan Espinosa,14,6,0,1,0,3:57,1,10,7,0,2,0,4:35,4,20,12,0,1,0,4:47,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,7,0,0,0,0:00,2,3,1,0,0,0,0:00,1,9,5,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,25
Jairzinho Rozenstruik,Ciryl Gane,18,8,0,0,0,0:00,5,16,6,0,0,0,0:00,1,34,13,0,0,0,0:00,5,24,10,0,0,0,0:00,1,12,5,0,0,0,0:00,2,18,10,0,1,0,1:24,3,34,23,0,0,0,0:40,5,42,29,0,0,0,0:00,9,56,29,0,0,0,0:03,12,26,11,0,1,0,2:22,4,45,50,45,50,45,50
Nikita Krylov,Magomed Ankalaev,49,21,0,1,0,1:44,9,52,16,0,0,0,0:00,7,19,10,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,11,0,0,0,0:14,10,37,19,0,1,0,2:05,17,20,13,0,2,0,3:40,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Montana De La Rosa,Mayra Bueno Silva,32,9,0,1,0,3:07,6,24,11,0,1,0,2:04,7,16,10,0,1,0,4:01,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,17,0,0,0,0:00,6,26,16,0,0,0,1:04,10,26,19,0,0,1,0:00,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Pedro Munhoz,Jimmie Rivera,72,37,0,0,0,0:00,12,49,26,0,0,0,0:03,8,73,31,0,0,0,0:00,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,31,0,0,0,0:00,20,50,18,0,1,0,0:04,14,63,16,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,30,27
Alex Caceres,Kevin Croom,28,18,0,0,0,0:32,9,11,8,0,0,1,0:03,6,29,22,0,1,0,3:09,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,7,0,0,0,2:36,1,8,5,0,1,0,4:16,5,21,4,0,0,0,0:40,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,30,26,30,27
Alexander Hernandez,Thiago Moises,73,19,0,0,0,0:00,4,63,17,0,0,0,0:00,6,69,14,0,0,0,0:00,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47,17,0,0,0,0:00,8,71,16,0,0,0,0:00,12,65,20,0,0,0,0:00,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,28,29
Alexis Davis,Sabina Mazo,16,6,0,1,0,3:51,1,60,40,0,1,0,0:24,5,7,3,0,1,0,4:35,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,13,0,0,0,0:00,12,118,47,0,0,0,0:00,36,9,4,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,26,30,27
Dustin Jacoby,Maxim Grishin,32,13,0,0,0,0:13,4,48,18,0,0,0,0:00,6,57,26,0,0,0,0:35,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,21,2,0,0,1:08,12,42,18,0,0,0,0:00,7,75,27,0,0,0,0:08,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Ketlen Vieira,Yana Santos,10,6,0,2,0,4:19,2,6,1,0,0,0,0:05,1,0,0,0,1,0,4:14,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,18,0,0,0,0:31,3,31,22,0,0,0,4:18,3,11,7,0,0,0,0:20,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Charles Rosa,Darrick Minner,11,6,0,0,1,0:00,1,4,2,0,0,1,0:00,1,10,7,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,23,0,2,1,3:03,18,16,15,1,1,2,4:46,12,9,7,0,1,0,4:45,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,27,29,27,30
Phil Hawes,Nassourdine Imavov,24,16,0,2,0,3:38,5,11,6,0,1,0,4:15,3,19,9,0,1,0,3:13,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,9,0,0,0,0:00,3,25,16,0,0,0,0:00,8,49,32,0,0,0,0:07,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,28,29,28
Jared Gordon,Danny Chavez,61,36,0,0,0,0:06,15,32,19,0,1,0,3:32,13,38,27,0,1,0,2:29,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49,20,0,0,0,0:00,13,20,8,0,1,0,0:10,3,44,11,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,29,28
Maycee Barber,Alexa Grasso,48,10,0,0,0,1:02,3,44,8,0,1,0,0:55,5,60,22,0,2,0,1:17,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,13,0,0,0,2:05,9,36,12,0,0,1,1:29,7,24,13,0,0,0,1:36,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Kelvin Gastelum,Ian Heinisch,13,6,0,3,0,3:25,3,34,16,0,1,0,2:03,6,37,16,0,2,0,1:22,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,6,0,0,2,0:03,0,31,12,0,0,0,0:00,5,21,9,0,1,0,1:08,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
Ricky Simon,Brian Kelleher,28,9,0,3,0,3:16,4,49,22,0,2,0,1:27,13,21,14,0,1,1,3:31,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,4,0,0,0,0:03,0,34,12,0,0,0,0:00,6,16,3,0,0,0,0:09,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Belal Muhammad,Dhiego Lima,93,42,0,0,0,0:15,31,79,38,0,0,0,0:35,34,92,49,0,1,0,1:52,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69,19,0,0,0,0:00,10,76,25,0,0,0,0:00,7,58,25,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Andre Ewell,Chris Gutierrez,38,18,0,0,0,0:00,4,38,20,0,1,1,0:09,5,44,21,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,14,1,0,0,0:30,7,31,14,0,0,0,0:10,2,66,41,0,1,0,0:31,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,26,30,28,29
Gabe Green,Phil Rowe,26,13,0,2,1,1:13,3,88,39,1,0,0,1:23,21,38,18,1,0,0,0:37,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,10,0,0,0,2:09,5,40,24,0,0,0,0:49,15,15,8,0,2,0,2:45,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
