Winner,Opponent_A,Opponent_B,Rd1A,Rd2A,Rd3A,Rd4A,Rd5A,Rd1B,Rd2B,Rd3B,Rd4B,Rd5B,Rd1C,Rd2C,Rd3C,Rd4C,Rd5C,Media_score_ratio_of_agreement,Full_Scores,Rd1_Fans,Rd2_Fans,Rd3_Fans,Rd4_Fans,Rd5_Fans
Caceres,Alex Caceres,Roland Delorme,-1,-1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.923,"['28', '29', '29', '28', '29', '28']",-1.0,0.938,1.0
Poirier,Dustin Poirier,Erik Koch,2,1,-1,--,--,2,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '27', '29', '27', '29', '28']"
Tibau,Gleison Tibau,Jamie Varner,1,1,-1,--,--,1,1,-1,--,--,-1,1,-2,--,--,0.857,"['29', '28', '29', '28', '27', '29']",-0.057,1.057,-1.114
Elliott,Tim Elliott,Louis Gaudinot,1,1,1,--,--,1,1,2,--,--,1,1,2,--,--,1.0,"['30', '27', '30', '26', '30', '26']"
Camus,Chico Camus,Kyung Ho Kang,-1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,0.846,"['29', '28', '29', '28', '30', '27']",-0.958,0.75,-0.292
Iaquinta,Al Iaquinta,Ryan Couture,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Davis,Phil Davis,Lyoto Machida,1,1,-1,--,--,-1,1,1,--,--,1,1,-1,--,--,0.0,"['29', '28', '29', '28', '29', '28']",-0.66,-0.347,-0.889
Leites,Thales Leites,Tom Watson,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
McCall,Ian McCall,Iliarde Santos,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Yahya,Rani Yahya,Josh Clopton,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Barroso,Francimar Barroso,Ednaldo Oliveira,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Castillo,Danny Castillo,Tim Means,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.818,"['29', '28', '29', '28', '29', '28']"
Cruickshank,Daron Cruickshank,Yves Edwards,-1,-1,-1,--,--,1,1,1,--,--,1,1,1,--,--,0.5,"['27', '30', '30', '27', '30', '27']"
Herman,Ed Herman,Trevor Smith,-1,-1,-1,--,--,1,-1,1,--,--,1,1,1,--,--,0.889,"['27', '30', '29', '28', '30', '27']"
de Randamie,Germaine de Randamie,Julie Kedzie,1,1,1,--,--,1,-1,-1,--,--,1,-1,1,--,--,0.909,"['30', '27', '28', '29', '29', '28']"
Salas,Justin Salas,Aaron Riley,1,1,-1,--,--,-1,1,1,--,--,-1,1,-1,--,--,1.0,"['29', '28', '29', '28', '28', '29']"
Edgar,Frankie Edgar,Charles Oliveira,1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']",0.52,0.62,1.02
Kennedy,Tim Kennedy,Roger Gracie,1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']",-0.774,0.999,0.904
Munoz,Mark Munoz,Tim Boetsch,1,1,2,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['30', '26', '29', '28', '30', '27']"
Craig,Andrew Craig,Chris Leben,-1,1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,1.0,"['29', '28', '30', '27', '28', '29']"
Parke,Norman Parke,Kazuki Tokudome,1,1,-1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Miocic,Stipe Miocic,Roy Nelson,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",1.267,1.2,1.198
Jimmo,Ryan Jimmo,Igor Pokrajac,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Alcântara,Ildemar Alcântara,Leandro Silva,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Damm,Rodrigo Damm,Mizuto Hirota,1,-1,-1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.889,"['28', '29', '29', '28', '29', '28']"
Cerrone,Donald Cerrone,K.J. Noons,1,1,1,--,--,1,1,2,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '26', '30', '27']"
Pyle,Mike Pyle,Rick Story,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.273,"['29', '28', '29', '28', '28', '29']",-1.349,0.111,0.842
Bermudez,Dennis Bermudez,Max Holloway,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.0,"['29', '28', '29', '28', '28', '29']",-1.001,-0.73,0.938
Nurmagomedov,Khabib Nurmagomedov,Abel Trujillo,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",1.2,1.505,1.727
Thompson,Stephen Thompson,Nah-Shon Burrell,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,0.889,"['29', '28', '29', '28', '30', '27']"
Stephens,Jeremy Stephens,Estevan Payan,1,1,2,--,--,1,1,1,--,--,1,1,2,--,--,1.0,"['30', '26', '30', '27', '30', '26']"
dos Anjos,Rafael dos Anjos,Evan Dunham,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.0,"['29', '28', '29', '28', '29', '28']",0.041,-0.449,-0.857
Natal,Rafael Natal,Joao Zeferino,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '29', '28', '29', '28']"
Lentz,Nik Lentz,Hacran Dias,1,2,-2,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['28', '27', '29', '28', '29', '28']"
Thiago,Paulo Thiago,Michel Prazeres,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Maldonado,Fábio Maldonado,Roger Hollett,-1,1,2,--,--,-1,1,1,--,--,-1,1,2,--,--,0.909,"['29', '27', '29', '28', '29', '27']"
Formiga,Jussier Formiga,Chris Cariaso,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Bisping,Michael Bisping,Alan Belcher,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']"
Davis,Phil Davis,Vinny Magalhães,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']"
Saint Preux,Ovince Saint Preux,Gian Villante,1,1,0,--,--,1,-1,0,--,--,1,0,0,--,--,0.2,"['30', '28', '29', '29', '30', '29']",0.813,-0.5,-0.218
McKenzie,Cody McKenzie,Leonard Garcia,1,1,-1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']",1.7,1.067,1.0
Henderson,Benson Henderson,Gilbert Melendez,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,0.538,"['48', '47', '48', '47', '47', '48']",-0.94,-0.175,0.773,0.676,-0.535
Cormier,Daniel Cormier,Frank Mir,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",0.969,0.844,0.687
Carmont,Francis Carmont,Lorenz Larkin,1,-1,1,--,--,1,-1,1,--,--,-1,1,1,--,--,0.182,"['29', '28', '29', '28', '29', '28']",-0.669,-0.827,-0.248
Masvidal,Jorge Masvidal,Tim Means,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']",0.324,0.764,-0.588
Mousasi,Gegard Mousasi,Ilir Latifi,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Pickett,Brad Pickett,Mike Easton,1,1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,1.0,"['30', '27', '30', '27', '28', '29']"
Corassani,Akira Corassani,Robbie Peralta,1,1,1,--,--,1,-1,1,--,--,1,1,1,--,--,0.8,"['30', '27', '29', '28', '30', '27']"
Amagov,Adlan Amagov,Chris Spang,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
LaFlare,Ryan LaFlare,Benny Alloway,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Abedi,Papy Abedi,Besam Yousef,1,1,-1,--,--,1,1,-1,--,--,1,-1,-1,--,--,0.0,"['29', '28', '29', '28', '28', '29']"
St-Pierre,Georges St-Pierre,Nick Diaz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"['50', '45', '50', '45', '50', '45']",0.986,0.841,0.63,0.779,0.774
Hendricks,Johny Hendricks,Carlos Condit,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']",0.817,0.366,-0.827
Camozzi,Chris Camozzi,Nick Ring,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.75,"['29', '28', '29', '28', '28', '29']"
Ricci,Mike Ricci,Colin Fletcher,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Cote,Patrick Cote,Bobby Voelker,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.182,"['29', '28', '29', '28', '29', '28']",0.705,-0.046,-1.068
Makdessi,John Makdessi,Daron Cruickshank,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Roop,George Roop,Reuben Duran,-1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,0.909,"['29', '28', '29', '28', '30', '27']"
Sanchez,Diego Sanchez,Takanori Gomi,-1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.0,"['28', '29', '29', '28', '29', '28']",-0.446,-0.366,-0.801
Okami,Yushin Okami,Hector Lombard,1,1,-1,--,--,1,1,-1,--,--,-1,1,-1,--,--,1.0,"['29', '28', '29', '28', '28', '29']",0.75,0.972,-0.945
Yahya,Rani Yahya,Mizuto Hirota,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Kim,Dong Hyun Kim,Siyar Bahadurzada,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Tavares,Brad Tavares,Riki Fukuda,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Mizugaki,Takeya Mizugaki,Bryan Caraway,-1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.6,"['28', '29', '29', '28', '29', '28']",0.186,-1.0,1.0
Tokudome,Kazuki Tokudome,Cristiano Marcello,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Machida,Lyoto Machida,Dan Henderson,1,1,-1,--,--,1,-1,1,--,--,-1,1,-1,--,--,0.857,"['29', '28', '29', '28', '28', '29']",0.478,0.721,-0.024
McGee,Court McGee,Josh Neer,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Schaub,Brendan Schaub,Lavar Johnson,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Bermudez,Dennis Bermudez,Matt Grice,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.083,"['29', '28', '29', '28', '28', '29']",-0.871,-0.671,1.848
Stout,Sam Stout,Caros Fodor,1,-1,1,--,--,1,-1,-1,--,--,1,1,-1,--,--,0.5,"['29', '28', '28', '29', '29', '28']"
Magny,Neil Magny,Jon Manley,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Burrell,Nah-Shon Burrell,Yuri Villefort,1,1,1,--,--,-1,1,1,--,--,1,1,-1,--,--,0.7,"['30', '27', '29', '28', '29', '28']"
Swanson,Cub Swanson,Dustin Poirier,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']",0.535,-0.069,0.767
Nelson,Gunnar Nelson,Jorge Santiago,-1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '30', '27', '29', '28']"
Te Huna,James Te Huna,Ryan Jimmo,-1,2,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.5,"['29', '27', '29', '28', '29', '28']"
Forte,Renee Forte,Terry Etim,-1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '30', '27', '29', '28']"
Castillo,Danny Castillo,Paul Sass,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Ogle,Andy Ogle,Josh Grispi,-1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Lee,Vaughan Lee,Motonobu Tezuka,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.8,"['30', '27', '30', '27', '30', '27']"
Harris,Phil Harris,Ulysses Gomez,1,1,1,--,--,1,1,1,--,--,1,-1,1,--,--,0.444,"['30', '27', '30', '27', '29', '28']"
Aldo,Jose Aldo,Frankie Edgar,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,0.909,"['49', '46', '48', '47', '49', '46']",0.997,0.98,0.123,-0.916,-0.233
Maia,Demian Maia,Jon Fitch,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']",1.401,1.171,1.001
Benavidez,Joseph Benavidez,Ian McCall,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Dunham,Evan Dunham,Gleison Tibau,-1,-1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['28', '29', '29', '28', '29', '28']",-0.594,0.876,1.0
Vallie-Flagg,Isaac Vallie-Flagg,Yves Edwards,-1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.75,"['28', '29', '29', '28', '29', '28']"
Johnson,Demetrious Johnson,John Dodson,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1.0,"['48', '47', '49', '46', '48', '47']",-0.329,-1.007,0.538,0.948,1.052
Guida,Clay Guida,Hatsu Hioki,-1,1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,0.5,"['29', '28', '30', '27', '28', '29']",-0.824,-0.512,0.432
Krauss,Pascal Krauss,Mike Stumpf,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Mitchell,David Mitchell,Simeon Thoresen,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,--,"['30', '27', '30', '27', '30', '27']"
Dollaway,C.B. Dollaway,Daniel Sarafian,-1,1,1,--,--,-1,-1,1,--,--,-1,1,1,--,--,0.7,"['29', '28', '28', '29', '29', '28']",-0.888,0.584,0.445
Pepey,Godofredo Pepey,Milton Vieira,1,1,-1,--,--,1,1,-1,--,--,-1,1,-1,--,--,0.0,"['29', '28', '29', '28', '28', '29']"
Markes,Ronny Markes,Andrew Craig,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Lentz,Nik Lentz,Diego Nunes,1,1,0,--,--,1,1,1,--,--,2,1,1,--,--,1.0,"['30', '28', '30', '27', '30', '26']"
Velasquez,Cain Velasquez,Junior dos Santos,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1.0,"['50', '45', '50', '43', '50', '44']",1.803,1.495,1.025,1.016,0.96
Miller,Jim Miller,Joe Lauzon,1,-1,1,--,--,1,-1,1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']",1.149,-0.111,0.037
Varner,Jamie Varner,Melvin Guillard,-1,-1,-1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['27', '30', '30', '27', '30', '27']",0.88,0.492,0.791
Jury,Myles Jury,Michael Johnson,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Holloway,Max Holloway,Leonard Garcia,1,-1,1,--,--,1,1,-1,--,--,1,-1,-1,--,--,0.2,"['29', '28', '29', '28', '28', '29']",0.78,-0.305,-0.61
Henderson,Benson Henderson,Nate Diaz,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.0,"['50', '45', '50', '45', '50', '43']",0.701,0.822,0.837,1.208,1.001
Gustafsson,Alexander Gustafsson,Mauricio Rua,1,1,1,--,--,1,1,1,--,--,1,1,2,--,--,1.0,"['30', '27', '30', '27', '30', '26']",0.016,0.682,1.18
MacDonald,Rory MacDonald,B.J. Penn,1,2,1,--,--,1,2,1,--,--,1,1,1,--,--,1.0,"['30', '26', '30', '26', '30', '27']",0.975,1.874,1.077
Assuncao,Raphael Assuncao,Mike Easton,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Nijem,Ramsey Nijem,Joe Proctor,1,-1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Siver,Dennis Siver,Nam Phan,2,2,2,--,--,1,2,2,--,--,1,1,2,--,--,1.0,"['30', '24', '30', '25', '30', '26']"
St-Pierre,Georges St-Pierre,Carlos Condit,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"['49', '46', '50', '45', '50', '45']",0.926,0.891,-0.386,0.906,0.941
dos Anjos,Rafael dos Anjos,Mark Bocek,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Makdessi,John Makdessi,Sam Stout,1,1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']"
Riddle,Matt Riddle,John Maguire,1,1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']"
Elkins,Darren Elkins,Steven Siler,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Kim,Dong Hyun Kim,Paulo Thiago,1,1,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '26', '30', '27', '30', '27']"
Gomi,Takanori Gomi,Mac Danzig,-1,-1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.667,"['28', '29', '29', '28', '29', '28']",0.139,-0.442,0.999
Tuck,Jon Tuck,Tiequan Zhang,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Mizugaki,Takeya Mizugaki,Jeff Hougland,1,2,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '25', '30', '27', '30', '27']"
Caceres,Alex Caceres,Motonobu Tezuka,1,1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,0.875,"['30', '27', '30', '27', '28', '29']"
Lineker,John Lineker,Yasuhiro Urushitani,-1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '30', '27', '29', '28']"
Fukuda,Riki Fukuda,Tom DeBlass,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['30', '27', '29', '28', '29', '28']"
Fitch,Jon Fitch,Erick Silva,1,-1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']",0.818,-0.455,1.613
Tibau,Gleison Tibau,Francisco Trinaldo,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.889,"['29', '28', '29', '28', '29', '28']"
Brandão,Diego Brandão,Joey Gambino,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Camozzi,Chris Camozzi,Luiz Cane,-1,1,1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.889,"['29', '28', '29', '28', '29', '28']"
Marcello,Cristiano Marcello,Reza Madadi,1,-1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,0.0,"['29', '28', '30', '27', '28', '29']",-0.892,-0.784,0.568
Ellenberger,Jake Ellenberger,Jay Hieron,1,1,-1,--,--,-1,1,1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
LeVesseur,Marcus LeVesseur,Carlo Prater,1,1,-1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.125,"['29', '28', '29', '28', '28', '29']"
Nunes,Diego Nunes,Bart Palaszewski,1,1,1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']"
Hathaway,John Hathaway,John Maguire,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Corassani,Akira Corassani,Andy Ogle,1,1,-1,--,--,-1,-1,-1,--,--,1,1,-1,--,--,0.25,"['29', '28', '27', '30', '29', '28']"
Henderson,Benson Henderson,Frankie Edgar,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0.0,"['48', '47', '48', '47', '46', '49']",0.901,-0.968,-0.423,-0.618,-0.871
Camus,Chico Camus,Dustin Pague,-1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Gamburyan,Manvel Gamburyan,Michihiro Omigawa,1,-1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '29', '28', '30', '27']"
Barão,Renan Barão,Urijah Faber,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1.0,"['49', '46', '49', '46', '50', '45']",0.904,0.976,0.524,0.596,0.81
Boetsch,Tim Boetsch,Hector Lombard,-1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.167,"['28', '29', '29', '28', '29', '28']",-0.17,-0.861,0.538
Kongo,Cheick Kongo,Shawn Jordan,1,1,1,--,--,1,1,1,--,--,0,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '28']"
Head,James Head,Brian Ebersole,-1,1,1,--,--,-1,-1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '28', '29', '29', '28']"
Ring,Nick Ring,Court McGee,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.333,"['29', '28', '29', '28', '29', '28']"
Kuivanen,Anton Kuivanen,Mitch Clarke,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,1.0,"['29', '28', '29', '28', '28', '29']"
dos Anjos,Rafael dos Anjos,Anthony Njokuani,1,1,1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,"['30', '27', '29', '28', '30', '27']"
Cariaso,Chris Cariaso,Josh Ferguson,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Guimaraes,Marcelo Guimaraes,Dan Stittgen,1,-1,1,--,--,-1,1,-1,--,--,1,-1,1,--,--,0.5,"['29', '28', '28', '29', '29', '28']"
Griffin,Forrest Griffin,Tito Ortiz,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.714,"['29', '28', '29', '28', '29', '28']",0.192,0.747,-0.82
Le,Cung Le,Patrick Cote,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Easton,Mike Easton,Ivan Menjivar,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Guillard,Melvin Guillard,Fabricio Camões,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Nurmagomedov,Khabib Nurmagomedov,Gleison Tibau,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.167,"['30', '27', '30', '27', '30', '27']",0.045,-0.137,-0.1
Philippou,Costa Philippou,Riki Fukuda,1,1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,"['30', '27', '30', '27', '29', '28']"
Roller,Shane Roller,John Alessio,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Oliveira,Rafaello Oliveira,Yoislandy Izquierdo,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Franklin,Rich Franklin,Wanderlei Silva,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1.0,"['49', '46', '49', '46', '49', '46']",1.0,-1.366,1.0,0.934,0.734
Ferreira,Cezar Ferreira,Sergio Moraes,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Jason,Rony Jason,Godofredo Pepey,1,-1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Dias,Hacran Dias,Iuri Alcântara,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['29', '28', '30', '27', '30', '27']"
Viana,Hugo Viana,John Macapa,1,-1,1,--,--,1,-1,1,--,--,1,-1,-1,--,--,0.833,"['29', '28', '29', '28', '28', '29']"
DRAW,Felipe Arantes,Milton Vieira,-2,1,1,--,--,-1,-1,1,--,--,-1,1,1,--,--,0.0,"['28', '28', '28', '29', '29', '28']"
Maynard,Gray Maynard,Clay Guida,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,0.333,"['48', '47', '48', '47', '47', '48']",-0.677,-0.565,0.323,0.886,0.839
Stout,Sam Stout,Spencer Fisher,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.833,"['30', '27', '30', '27', '30', '27']"
Story,Rick Story,Brock Jardine,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Johnson,Demetrious Johnson,Ian McCall,1,-1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,"['29', '28', '30', '27', '29', '28']"
Pierce,Mike Pierce,Carlos Eduardo Rocha,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Baczynski,Seth Baczynski,Lance Benoist,1,-1,1,--,--,1,-1,1,--,--,-1,-1,-1,--,--,1.0,"['29', '28', '29', '28', '27', '30']"
Grice,Matt Grice,Leonard Garcia,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,"['30', '27', '30', '27', '30', '27']"
Roberts,Buddy Roberts,Caio Magalhães,1,1,1,--,--,1,1,1,--,--,1,1,-1,--,--,1.0,"['30', '27', '30', '27', '29', '28']"
Martinez,Henry Martinez,Bernardo Magalhães,1,-1,-1,--,--,1,-1,1,--,--,1,1,1,--,--,0.667,"['28', '29', '29', '28', '30', '27']"
Pierson,Sean Pierson,Jake Hecht,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
Elkins,Darren Elkins,Diego Brandão,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.667,"['29', '28', '29', '28', '29', '28']"
Dollaway,C.B. Dollaway,Jason Miller,1,1,2,--,--,1,-1,1,--,--,1,-1,1,--,--,1.0,"['30', '26', '29', '28', '29', '28']"
Brown,Mike Brown,Daniel Pineda,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,"['29', '28', '29', '28', '29', '28']"
